Resultado,numero 1,numero 2,numero 3,numero 4,numero 5,numero 6
vence,1,18,19,33,56,60
vence,7,24,29,39,45,52
vence,12,27,42,46,47,50
perde,14,18,26,43,53,54
vence,3,10,15,35,36,58
perde,06,10,19,43,45,57
perde,04,07,23,24,31,58
perde,08,17,47,53,55,57
perde,16,22,23,30,40,59
perde,03,14,24,26,28,29
perde,07,11,24,28,43,46
perde,01,05,08,26,43,48
perde,09,11,18,21,40,47
perde,01,14,27,32,43,49
perde,16,20,30,32,56,59
perde,15,27,31,36,53,60
perde,12,18,20,45,52,53
perde,09,10,39,52,54,57
perde,02,04,22,28,31,36
perde,01,07,12,43,44,53
perde,01,06,19,31,56,60
perde,11,14,22,40,50,56
perde,03,11,27,41,48,55
perde,02,03,05,07,36,42
perde,14,17,28,33,34,40
perde,01,03,22,36,50,53
perde,09,29,37,40,48,57
vence,25,26,29,36,52,54
perde,01,02,08,33,42,56
vence,16,17,28,30,36,54
perde,05,16,22,52,56,59
perde,06,12,13,22,28,29
perde,10,12,15,42,45,49
perde,06,14,33,44,52,58
perde,07,10,11,13,28,44
perde,02,16,21,24,35,41
perde,15,18,20,25,30,37
perde,05,17,28,42,47,53
vence,8,12,24,40,43,49
perde,25,29,32,48,55,58
perde,12,13,18,23,43,60
perde,12,20,23,31,32,48
perde,08,16,29,35,43,56
perde,01,13,23,26,36,43
perde,24,33,34,37,42,50
perde,05,26,28,47,54,56
vence,6,17,25,35,40,49
perde,02,05,07,14,22,44
perde,21,22,27,32,36,39
perde,05,08,14,50,54,60
perde,02,21,27,47,52,56
perde,05,14,19,22,42,49
perde,10,17,23,27,44,50
vence,16,21,22,33,48,49
vence,3,16,19,32,35,58
perde,12,16,43,47,51,55
vence,5,9,20,25,35,53
perde,03,06,07,16,19,47
perde,02,13,18,19,21,24
perde,01,15,21,27,43,58
perde,04,26,37,52,59,60
perde,03,14,29,30,58,60
vence,7,13,17,30,37,47
vence,1,21,22,27,32,45
vence,1,5,13,25,26,29
vence,11,13,14,27,44,56
perde,08,10,21,29,46,57
perde,06,18,22,27,28,39
vence,4,6,17,34,51,57
perde,11,12,27,46,47,54
vence,9,18,19,43,47,54
vence,21,25,38,53,58,59
perde,17,22,25,29,36,56
perde,06,11,26,34,38,55
perde,01,04,08,11,21,59
vence,4,18,26,36,41,53
perde,16,23,25,43,47,55
perde,01,11,16,28,46,56
perde,02,11,17,21,30,37
vence,8,16,20,21,31,34
perde,02,04,10,26,48,52
perde,22,28,34,36,53,60
vence,21,48,50,54,57,60
perde,31,39,42,45,48,58
vence,15,23,30,34,49,55
perde,22,23,28,46,48,51
perde,05,09,23,43,52,57
perde,16,26,27,33,41,57
vence,2,20,21,33,48,57
perde,03,06,18,22,34,53
perde,10,25,28,33,35,44
perde,14,18,28,30,51,52
perde,06,18,30,35,46,47
perde,13,33,40,49,51,58
perde,03,11,12,16,36,58
perde,05,15,33,45,48,51
perde,03,07,24,32,48,57
vence,9,19,45,46,54,56
perde,01,02,12,19,25,53
perde,07,27,33,35,43,50
perde,11,12,17,35,47,52
vence,18,22,25,30,31,41
perde,05,12,41,49,58,59
perde,40,45,46,52,54,58
perde,06,10,38,39,41,42
vence,8,16,37,50,55,58
vence,7,20,34,40,44,55
perde,06,09,16,34,37,45
perde,01,18,35,43,55,56
perde,19,30,32,33,44,46
perde,07,25,46,51,53,59
vence,19,41,42,44,47,54
perde,11,19,23,27,56,60
vence,24,40,50,52,54,60
perde,05,14,18,53,54,57
perde,01,09,10,58,59,60
perde,01,11,12,15,38,42
perde,02,13,22,24,26,31
perde,03,05,14,15,38,52
perde,04,15,18,25,29,58
perde,01,08,21,38,55,60
perde,07,28,30,31,34,43
perde,01,09,31,37,56,60
perde,13,15,28,41,53,57
perde,05,11,29,35,36,59
perde,05,18,23,39,51,53
perde,09,10,15,53,56,58
perde,09,16,18,19,26,44
perde,02,05,16,51,54,55
perde,13,15,17,22,41,53
vence,2,16,21,37,43,57
perde,03,26,28,30,39,44
perde,03,14,15,26,44,45
perde,01,15,30,43,48,56
perde,07,10,32,39,43,60
vence,18,29,31,44,51,57
perde,05,10,14,34,47,48
perde,07,08,11,21,46,48
perde,13,19,21,22,46,59
perde,03,07,16,19,24,56
vence,29,31,36,42,47,53
perde,04,05,08,30,32,36
perde,02,09,11,28,29,58
perde,17,31,36,39,43,53
perde,11,20,21,27,33,44
perde,02,07,14,29,31,35
perde,02,06,10,14,31,47
perde,01,02,18,21,28,58
perde,16,36,37,39,47,51
vence,8,18,23,37,42,58
vence,15,25,27,45,46,50
perde,09,10,35,43,47,48
perde,03,05,09,11,13,45
perde,05,11,18,30,33,48
vence,4,5,14,37,40,60
perde,01,02,06,29,58,60
perde,13,19,35,42,57,58
perde,01,13,16,27,38,45
perde,04,09,15,21,30,41
perde,04,13,27,40,50,57
perde,04,12,25,48,49,60
perde,05,23,30,36,37,49
perde,16,22,27,40,46,55
perde,04,26,31,38,39,53
perde,14,22,28,32,43,54
perde,01,03,07,23,42,49
vence,15,16,39,40,47,51
perde,11,24,38,40,47,59
perde,22,24,27,34,58,60
vence,18,20,24,45,51,57
perde,03,08,34,38,50,57
vence,3,15,35,41,57,60
perde,05,38,40,47,49,58
perde,04,13,18,24,44,54
perde,02,17,18,40,46,55
perde,10,13,19,29,32,52
perde,08,20,34,42,46,55
vence,3,8,17,26,28,49
perde,14,20,23,28,53,57
perde,09,15,16,35,44,59
perde,04,16,18,36,56,58
vence,1,9,19,25,50,52
perde,01,18,26,30,31,52
vence,8,20,26,37,42,49
perde,08,25,30,41,49,55
perde,01,09,12,36,40,58
perde,16,18,30,42,46,58
perde,06,09,12,14,36,57
perde,21,25,35,43,47,57
perde,04,14,17,26,30,44
perde,11,12,24,28,33,40
perde,21,27,34,42,52,53
perde,08,23,25,41,45,53
perde,15,19,43,49,56,60
perde,05,35,38,48,50,59
perde,01,04,19,41,43,52
vence,1,8,18,23,35,40
vence,1,19,24,42,50,58
perde,12,24,45,49,51,54
perde,09,25,39,43,46,48
perde,08,11,41,53,54,58
perde,03,07,15,24,25,54
perde,02,31,43,46,56,59
perde,25,40,49,51,52,54
perde,25,29,34,44,52,60
perde,08,18,20,22,52,57
perde,09,13,16,41,49,53
perde,02,06,07,42,43,48
perde,15,20,28,32,51,59
perde,03,04,16,34,37,58
perde,08,14,15,34,36,57
perde,01,02,11,15,17,60
vence,7,19,30,39,43,57
perde,12,30,39,41,48,53
perde,01,29,30,38,56,58
vence,1,3,8,13,27,52
perde,13,32,40,52,54,58
perde,12,28,30,34,38,60
perde,03,15,16,27,42,54
perde,11,15,31,32,40,45
perde,17,35,45,46,47,48
perde,12,17,27,28,49,53
vence,25,31,33,39,43,45
perde,05,06,13,23,27,29
perde,01,13,21,31,49,54
perde,06,11,13,17,21,23
perde,05,08,33,40,42,52
vence,7,16,27,31,46,60
vence,23,24,26,38,42,49
perde,18,32,38,39,51,52
vence,1,3,5,18,40,48
perde,16,18,23,34,37,51
perde,06,14,21,27,32,58
perde,21,27,46,50,51,58
perde,17,19,24,37,41,57
perde,13,19,20,25,27,35
perde,03,08,14,24,44,59
perde,23,28,40,44,48,55
vence,8,24,31,36,38,55
perde,02,22,25,30,46,60
perde,02,09,23,31,43,50
perde,06,14,23,40,46,56
vence,10,47,51,53,59,60
perde,05,14,16,30,38,49
perde,15,26,33,36,37,43
perde,11,18,23,34,36,59
vence,28,44,52,54,58,60
perde,20,22,29,46,57,59
perde,15,37,40,49,54,59
perde,05,09,31,33,35,53
perde,13,19,24,28,36,56
vence,6,14,28,47,49,56
perde,02,12,20,27,56,59
perde,13,16,30,36,45,53
perde,02,21,34,47,49,51
perde,14,29,31,50,56,60
vence,2,27,32,41,47,58
perde,04,06,09,20,41,42
vence,31,34,37,38,53,54
perde,06,18,29,33,40,48
perde,13,14,30,39,46,58
perde,02,08,29,31,35,43
perde,06,21,24,31,32,60
perde,07,24,25,43,50,56
perde,02,24,31,42,46,48
perde,01,21,30,39,55,59
perde,28,29,35,38,44,45
perde,01,23,37,47,52,55
perde,11,21,33,38,46,48
perde,03,09,13,19,32,59
perde,09,17,18,28,41,57
perde,20,32,38,42,54,55
perde,18,21,22,30,34,52
vence,5,14,17,30,35,38
perde,03,20,29,44,48,55
perde,08,12,14,25,58,59
perde,02,07,17,18,27,50
perde,03,21,32,57,59,60
perde,19,20,24,43,48,53
perde,01,02,15,42,57,59
perde,09,29,31,34,46,59
perde,17,18,21,40,44,48
perde,06,08,14,26,28,48
perde,12,17,41,47,56,57
perde,06,15,22,23,32,44
vence,8,39,43,46,47,58
perde,03,28,37,43,57,58
perde,07,13,23,37,49,58
perde,10,23,31,37,44,52
perde,17,19,21,30,46,55
vence,7,16,22,28,36,37
perde,13,36,38,39,50,57
perde,15,16,34,37,47,56
perde,18,20,24,54,55,59
perde,01,04,12,20,29,31
perde,10,14,30,49,50,57
perde,18,24,28,36,38,58
perde,15,18,21,32,41,55
perde,23,39,41,51,52,54
perde,04,19,27,31,34,49
perde,08,09,16,25,40,52
perde,11,24,35,46,48,55
perde,06,11,14,31,32,55
perde,03,04,18,23,36,58
perde,06,09,18,25,52,56
perde,02,05,23,41,43,53
perde,01,11,21,31,41,48
vence,5,7,8,9,11,39
perde,07,20,26,36,41,53
perde,06,09,15,33,41,48
perde,15,42,47,49,58,60
vence,10,20,42,44,52,59
perde,03,06,20,29,45,54
vence,3,17,24,25,27,44
perde,02,04,20,41,45,59
perde,10,15,20,24,31,46
perde,20,23,31,32,33,34
perde,02,11,25,28,33,39
perde,07,22,41,42,43,46
perde,04,20,23,30,50,54
perde,24,30,43,46,49,50
perde,05,08,25,38,44,46
perde,01,08,09,42,54,58
vence,12,17,18,30,32,58
perde,10,13,40,42,43,54
perde,05,16,20,31,37,44
vence,5,11,27,41,42,54
perde,02,05,08,24,31,33
perde,03,04,13,34,49,57
perde,01,08,11,15,28,40
perde,21,22,35,36,45,54
perde,01,16,31,35,39,53
perde,04,07,09,36,47,53
perde,01,02,15,34,35,58
perde,03,36,45,48,58,60
perde,07,12,38,41,53,54
perde,01,04,07,33,42,60
perde,13,22,26,35,37,59
vence,10,27,40,46,49,58
perde,13,30,48,49,55,57
perde,01,13,33,41,57,59
perde,08,16,31,33,40,53
perde,08,10,28,31,41,60
perde,07,08,14,26,28,59
perde,04,18,40,44,55,57
perde,01,12,13,40,49,56
perde,07,10,33,51,59,60
vence,10,17,33,42,54,58
perde,02,20,22,28,34,39
perde,11,13,16,19,26,42
vence,4,6,39,46,54,58
perde,06,09,12,37,56,58
perde,09,15,42,47,49,57
perde,02,17,19,43,46,50
perde,03,10,34,35,39,60
perde,08,10,16,33,36,49
perde,19,20,21,28,39,56
vence,1,15,28,43,50,57
perde,17,21,23,31,35,60
vence,7,16,29,36,38,50
perde,18,23,28,38,43,50
perde,01,17,27,35,46,55
perde,25,29,36,38,55,58
perde,14,25,33,38,47,55
perde,04,12,24,42,43,48
perde,01,03,31,37,41,57
perde,14,18,20,34,46,57
perde,12,29,37,43,45,48
vence,28,32,33,34,35,55
perde,04,19,23,32,33,59
vence,8,19,21,30,52,56
perde,04,14,18,22,29,31
perde,01,11,16,25,40,50
vence,3,8,36,40,51,53
perde,03,16,20,35,44,49
perde,01,11,41,43,55,60
vence,17,23,48,50,53,54
vence,19,23,34,40,41,58
perde,26,37,38,39,57,59
perde,01,14,16,28,31,44
perde,11,23,24,30,40,55
perde,04,08,15,42,44,59
vence,5,6,10,21,33,47
perde,06,09,25,37,47,59
perde,02,19,26,45,52,60
perde,26,44,46,51,55,57
perde,05,16,23,34,39,57
perde,02,03,19,41,53,56
perde,19,26,37,42,49,59
perde,10,18,48,53,54,57
perde,05,20,21,32,47,52
vence,2,4,7,16,30,38
perde,06,07,11,21,52,57
perde,03,05,23,25,36,46
perde,02,05,11,41,56,60
perde,04,14,32,50,54,55
perde,01,09,12,24,32,56
perde,11,15,18,25,41,54
perde,03,40,51,54,56,57
perde,01,10,18,28,41,60
vence,10,19,22,29,30,37
perde,04,15,17,20,25,58
vence,28,34,40,43,50,51
perde,17,24,37,47,49,60
perde,01,03,24,28,42,43
vence,7,11,19,23,40,49
perde,06,23,29,34,44,45
perde,17,28,31,51,54,55
perde,02,05,26,30,42,43
perde,01,13,19,46,47,53
perde,06,07,30,47,51,58
perde,10,14,17,38,39,56
vence,5,8,17,42,46,47
perde,13,19,30,40,42,46
perde,14,18,26,32,49,53
perde,04,05,06,40,53,56
perde,08,21,33,37,48,54
perde,11,18,25,36,41,52
perde,01,21,24,30,31,37
vence,4,18,29,47,48,59
perde,04,05,12,15,20,48
perde,07,17,28,45,50,57
perde,12,32,47,52,54,60
perde,27,31,33,44,52,58
vence,2,3,6,35,49,58
vence,2,16,32,37,43,57
perde,04,13,29,41,42,45
perde,01,16,39,46,58,59
perde,10,18,25,31,43,57
vence,9,20,24,43,51,52
perde,14,17,20,43,54,55
perde,04,19,34,44,54,59
perde,10,13,33,39,48,56
perde,07,29,45,50,53,55
perde,03,14,21,29,39,46
vence,3,5,9,35,43,60
perde,09,31,34,35,40,46
perde,09,18,41,49,56,60
perde,08,22,23,32,39,60
perde,07,08,14,18,23,51
perde,01,13,16,22,27,49
vence,5,11,13,19,30,31
perde,05,12,14,15,24,36
perde,10,17,22,39,42,49
perde,06,18,27,35,38,40
perde,02,06,22,35,43,47
perde,04,07,37,39,44,46
perde,15,19,38,39,43,59
vence,1,10,18,19,44,49
perde,08,15,19,29,48,56
perde,11,17,18,57,58,59
perde,04,13,21,23,26,36
perde,12,14,24,31,51,57
perde,12,15,29,31,33,49
perde,17,25,28,47,54,60
perde,07,28,29,40,53,60
perde,01,06,11,17,22,28
perde,22,30,42,52,57,59
perde,08,25,31,44,53,58
perde,02,24,52,57,58,60
perde,03,30,40,42,47,48
perde,09,19,29,31,47,58
perde,01,02,09,21,29,50
vence,11,12,31,33,42,52
vence,4,19,30,34,57,59
perde,09,11,13,22,32,50
perde,15,22,30,40,44,53
perde,04,16,19,20,36,51
perde,04,08,28,35,37,46
perde,25,30,45,49,55,59
perde,06,11,12,24,54,56
perde,02,03,16,20,22,51
perde,13,17,21,32,39,48
vence,8,12,32,44,46,48
perde,08,12,29,32,33,42
perde,18,22,25,27,28,59
perde,12,19,28,45,53,55
perde,10,14,34,50,53,57
perde,01,04,06,15,37,41
perde,06,11,19,44,56,58
perde,04,17,25,28,29,46
vence,17,25,26,30,32,50
perde,11,23,29,32,44,47
perde,43,44,51,54,55,60
perde,26,31,37,41,45,52
perde,25,27,32,47,55,58
perde,07,25,31,32,37,59
perde,12,19,22,39,43,50
vence,7,27,31,39,45,46
vence,20,28,43,51,52,56
perde,17,20,38,46,59,60
perde,06,17,21,31,38,47
perde,06,35,41,49,51,56
perde,02,20,24,48,52,57
perde,05,09,23,36,45,52
perde,03,16,27,30,32,40
perde,35,41,43,51,58,59
perde,04,08,09,17,43,52
perde,03,07,28,39,52,58
perde,01,14,32,45,49,57
perde,04,12,19,25,37,52
perde,02,10,24,27,40,59
perde,29,30,40,51,55,58
perde,12,22,26,28,33,42
perde,01,15,27,29,33,58
perde,23,25,29,35,40,41
perde,04,08,27,36,37,47
perde,03,15,19,40,42,43
perde,04,09,16,41,51,53
perde,12,23,30,52,55,60
perde,07,08,33,36,58,60
perde,04,07,15,17,23,41
perde,03,04,27,36,45,56
perde,24,34,39,47,56,60
perde,12,24,27,44,57,59
perde,01,04,12,16,53,60
perde,06,10,33,36,45,59
perde,05,09,12,26,33,40
vence,4,9,18,44,46,48
perde,09,25,43,47,53,56
perde,21,27,43,50,51,59
perde,03,07,22,30,42,54
vence,1,16,28,39,44,57
perde,15,16,42,43,49,56
perde,10,11,17,25,31,41
perde,25,27,35,37,43,57
perde,16,20,26,27,32,45
perde,11,33,40,44,53,55
perde,04,20,30,48,53,57
perde,02,13,18,28,42,56
perde,01,14,16,19,44,48
vence,20,21,22,29,46,60
perde,04,12,25,35,54,59
perde,06,22,35,39,51,58
perde,09,13,32,36,45,52
perde,10,11,20,25,35,60
perde,12,15,32,36,39,48
perde,02,21,24,37,39,41
perde,17,18,20,27,32,53
perde,02,09,17,23,26,53
perde,06,08,20,29,30,35
perde,01,04,10,26,30,39
perde,20,32,39,46,48,49
vence,4,18,24,28,39,44
perde,05,24,40,42,50,54
vence,1,6,28,29,46,49
perde,08,46,49,50,55,60
perde,03,27,32,36,52,55
perde,15,18,25,31,56,60
perde,08,30,35,36,37,58
perde,12,42,43,44,49,52
perde,02,06,13,20,26,58
vence,2,4,6,10,23,45
vence,16,28,31,41,45,59
perde,24,26,29,35,54,58
perde,11,21,27,36,40,44
perde,09,14,19,24,29,49
perde,01,20,26,28,31,33
perde,02,16,28,39,54,58
perde,08,24,49,53,55,58
perde,03,04,49,51,53,59
perde,06,08,21,28,30,48
vence,2,5,12,32,40,44
perde,19,24,31,35,59,60
perde,04,09,30,43,48,58
perde,03,10,12,20,55,56
perde,22,24,33,43,49,57
perde,13,16,22,32,37,60
perde,01,08,20,25,27,46
perde,11,17,27,32,37,42
perde,06,22,27,39,57,59
perde,02,20,35,36,43,53
perde,03,12,25,35,42,44
perde,03,10,18,34,42,48
perde,08,10,21,28,38,55
vence,13,15,33,45,54,55
perde,02,18,19,21,30,34
perde,15,17,33,56,58,60
perde,05,21,32,36,54,56
perde,12,19,25,46,49,54
perde,04,15,16,26,42,49
perde,02,08,09,10,39,40
perde,06,15,27,44,47,49
perde,04,05,39,44,46,59
perde,12,15,24,30,32,37
perde,08,10,14,23,35,40
perde,13,21,22,39,41,43
perde,04,09,31,37,55,59
perde,01,08,25,36,42,44
perde,10,11,20,36,44,46
perde,02,10,22,25,34,49
perde,14,19,28,41,46,50
perde,01,06,10,49,54,57
vence,8,9,28,41,48,55
perde,21,26,39,40,53,55
perde,14,17,20,27,31,50
vence,22,23,26,37,38,48
perde,19,24,26,34,52,59
perde,12,16,45,48,52,58
perde,09,16,31,38,48,56
perde,18,22,27,32,47,48
perde,05,07,10,16,23,51
perde,05,16,41,42,44,57
perde,01,05,23,34,43,57
perde,07,17,19,21,25,34
vence,3,7,45,47,53,55
vence,15,16,18,28,38,47
perde,03,04,12,19,48,59
perde,13,14,27,33,46,49
perde,24,33,35,38,50,55
perde,06,15,27,32,40,54
perde,14,17,30,37,47,48
perde,03,23,26,49,56,60
perde,09,23,25,41,53,59
perde,09,11,19,20,39,53
perde,01,07,48,51,52,58
vence,3,12,24,40,51,52
perde,01,20,37,52,59,60
perde,11,19,26,56,59,60
perde,10,15,18,28,30,38
perde,06,19,23,28,31,57
perde,02,12,18,38,39,44
perde,04,11,30,31,37,50
perde,19,34,41,45,49,50
vence,4,13,20,22,25,60
perde,09,13,17,41,44,51
perde,03,08,32,37,55,58
perde,04,17,20,24,27,47
perde,01,07,11,23,28,39
perde,17,24,35,47,51,57
perde,04,34,37,40,55,60
perde,01,02,16,31,47,55
perde,04,22,26,40,42,53
perde,01,14,22,35,40,42
perde,03,11,34,39,53,58
perde,20,27,34,45,46,56
perde,10,25,37,53,55,57
vence,7,21,22,43,46,57
perde,16,20,44,48,52,54
perde,07,12,33,35,50,57
perde,06,17,18,21,51,60
perde,14,18,36,41,43,58
perde,05,15,16,21,22,53
vence,9,12,23,24,46,54
perde,24,36,46,50,56,58
perde,08,12,16,24,26,43
perde,11,15,34,43,48,60
perde,01,18,21,40,52,53
perde,01,02,22,32,38,45
perde,03,12,15,22,30,34
perde,11,25,29,48,53,55
perde,06,27,34,43,45,51
perde,07,13,28,37,52,60
vence,1,22,44,47,49,50
perde,08,23,46,50,53,60
perde,04,18,31,34,35,41
vence,18,24,36,44,55,58
perde,13,16,18,26,51,59
perde,03,13,19,30,32,59
perde,09,19,22,31,47,53
perde,03,17,22,26,37,38
perde,01,11,13,22,39,47
perde,13,23,26,43,51,58
perde,10,17,20,30,35,37
perde,01,20,26,27,32,50
perde,15,21,36,50,53,56
perde,31,42,47,53,55,60
perde,16,32,54,55,57,60
perde,03,10,15,22,29,53
perde,03,11,32,42,54,59
perde,04,12,15,28,54,57
perde,36,40,41,48,53,55
perde,06,11,15,43,48,56
vence,7,8,12,13,15,41
perde,35,36,39,52,55,57
perde,01,17,20,30,54,55
vence,22,23,29,32,38,45
perde,08,13,18,19,22,23
perde,17,27,40,44,45,57
perde,27,41,53,54,55,59
vence,3,13,25,33,47,60
perde,05,09,32,37,46,49
perde,03,20,25,31,35,54
perde,11,13,40,42,45,59
perde,01,07,22,26,30,60
perde,15,17,26,41,45,53
perde,14,18,29,35,42,45
perde,23,26,35,42,46,59
vence,1,19,21,23,33,43
vence,6,15,29,45,57,59
vence,24,25,30,42,43,50
vence,1,2,23,27,45,51
perde,08,11,28,38,52,56
perde,01,24,26,51,55,57
vence,5,15,19,26,27,33
perde,12,21,36,54,57,58
perde,11,15,22,25,28,52
perde,04,10,23,45,50,54
perde,08,24,34,55,56,60
perde,12,14,19,22,26,32
perde,06,14,28,50,53,60
perde,12,17,28,30,32,43
vence,7,12,38,39,45,56
vence,10,19,27,33,39,46
vence,5,16,19,37,51,56
vence,1,4,5,19,28,34
perde,13,18,21,25,31,39
perde,33,38,48,52,56,59
perde,05,07,29,31,33,54
vence,5,18,33,43,56,57
perde,16,19,32,34,37,54
perde,10,13,18,27,42,54
vence,1,6,14,17,33,36
perde,01,12,23,24,37,54
perde,22,23,29,41,55,56
perde,03,06,08,12,23,60
perde,15,17,23,29,50,55
perde,10,29,32,46,47,50
perde,22,23,27,31,39,50
perde,03,11,12,18,24,33
perde,09,11,13,24,34,37
perde,06,21,30,36,38,54
perde,20,21,32,44,46,53
vence,1,2,14,33,49,56
perde,09,14,22,29,33,58
vence,4,12,25,34,35,48
vence,11,36,45,55,57,58
vence,1,4,21,22,30,56
perde,03,18,22,28,33,35
vence,6,19,34,43,45,54
perde,09,26,33,34,47,56
perde,09,15,17,34,45,51
perde,14,15,29,31,38,58
vence,19,20,28,34,36,44
perde,12,14,34,44,46,58
perde,24,26,33,36,47,57
perde,08,23,24,30,35,37
vence,18,20,30,32,33,40
perde,01,02,04,12,16,49
perde,11,16,19,20,24,39
perde,01,04,25,45,49,54
perde,06,12,14,21,27,41
perde,03,08,14,45,46,55
perde,16,19,26,39,48,57
perde,04,06,23,24,36,40
perde,03,27,28,45,56,59
perde,15,32,34,35,48,58
vence,1,5,24,47,55,56
vence,11,13,38,39,54,57
perde,03,04,14,24,31,32
perde,03,10,18,23,40,56
perde,04,14,30,37,39,43
perde,06,07,08,37,38,59
perde,02,16,20,22,35,59
perde,08,09,15,23,25,27
perde,17,20,21,30,41,49
perde,01,04,22,35,45,55
perde,03,06,16,38,39,55
perde,07,10,51,53,55,57
perde,10,24,26,32,34,47
perde,06,16,20,32,40,50
vence,4,28,30,31,35,54
perde,19,23,44,45,57,58
perde,06,09,18,24,30,44
perde,02,10,27,29,59,60
perde,03,11,19,28,39,58
perde,02,03,11,19,37,38
perde,11,14,34,43,47,60
perde,08,19,30,43,46,55
perde,03,04,10,16,23,38
vence,39,40,42,47,59,60
vence,5,18,31,43,55,58
perde,06,14,30,44,50,51
vence,2,4,15,18,25,36
perde,02,24,38,42,54,55
perde,01,13,24,25,26,28
perde,01,06,17,32,52,56
perde,16,20,23,38,44,49
perde,12,18,19,21,38,55
perde,12,27,31,48,49,52
perde,02,27,35,39,44,54
vence,14,19,40,47,55,58
perde,02,11,30,46,53,54
perde,11,17,23,25,26,51
perde,04,15,31,35,57,58
perde,05,15,21,44,49,52
perde,03,17,23,28,43,49
perde,25,28,35,41,43,52
perde,07,10,22,38,39,42
perde,04,15,24,28,33,50
perde,06,28,38,42,45,58
perde,10,13,27,31,40,55
perde,22,27,29,30,35,36
vence,6,7,8,27,45,53
perde,08,11,30,31,32,52
perde,03,28,42,46,52,60
perde,14,18,32,34,46,53
perde,09,17,26,29,42,45
vence,10,13,20,37,38,54
perde,03,10,14,20,33,54
perde,12,24,28,39,44,54
perde,13,14,19,23,35,48
perde,01,02,18,23,24,42
perde,02,04,11,35,37,57
perde,13,20,30,32,51,59
vence,14,21,29,34,46,47
perde,02,23,27,35,52,53
perde,04,06,13,15,35,56
perde,03,07,11,24,37,48
perde,05,06,10,14,44,56
perde,01,05,21,35,42,49
perde,03,12,16,19,22,40
vence,4,23,31,47,58,59
perde,07,14,23,45,46,55
perde,01,25,31,40,46,60
perde,03,17,20,34,51,53
vence,13,26,30,34,43,51
perde,01,04,10,37,51,55
perde,12,16,29,45,54,56
perde,15,33,38,44,47,60
perde,05,20,28,37,38,60
perde,05,08,12,19,47,60
perde,05,08,22,39,50,52
vence,18,37,39,41,43,51
vence,4,10,17,24,30,54
perde,08,21,35,37,39,40
perde,12,18,19,33,37,52
perde,04,17,25,27,37,41
perde,10,14,19,21,36,44
perde,06,14,29,50,56,59
perde,06,13,20,44,52,56
perde,24,44,45,50,52,56
perde,11,23,31,43,46,59
vence,27,33,39,52,57,58
perde,04,12,13,29,42,58
perde,28,32,38,50,51,56
vence,1,3,4,21,23,53
perde,02,05,08,13,44,58
perde,01,26,36,49,54,60
perde,01,02,11,13,28,40
vence,3,5,11,33,39,57
perde,03,19,21,40,44,45
perde,20,23,25,32,37,42
perde,10,14,19,50,53,56
perde,01,25,26,28,38,49
vence,25,28,38,41,57,59
perde,03,12,21,42,48,50
vence,12,16,20,45,53,60
perde,08,19,26,47,50,58
perde,11,15,22,25,33,45
perde,02,15,25,33,36,57
perde,08,11,16,27,31,52
perde,06,10,25,30,38,53
perde,02,12,15,38,47,56
vence,3,5,14,35,43,52
perde,14,37,48,49,50,59
perde,01,03,36,42,46,60
perde,02,06,13,29,30,38
perde,06,18,27,50,52,53
perde,21,37,40,44,50,57
perde,14,25,43,44,50,60
perde,14,20,32,34,43,58
perde,15,22,24,32,40,57
perde,14,19,24,31,52,53
perde,03,20,26,32,49,56
perde,01,03,17,24,30,51
perde,06,18,19,25,28,50
vence,20,33,34,57,58,60
perde,19,20,32,37,39,47
perde,12,18,23,31,56,57
perde,06,19,21,32,45,57
perde,09,13,15,35,52,60
perde,08,29,31,49,56,59
perde,18,45,49,53,54,57
perde,17,18,22,28,31,36
perde,02,23,25,29,34,42
perde,04,10,12,27,52,58
perde,02,10,26,48,52,56
perde,10,19,27,41,52,59
perde,02,19,23,31,40,46
perde,08,20,29,33,54,57
perde,02,11,22,25,32,33
perde,12,29,30,38,40,53
perde,10,15,16,19,32,57
perde,01,11,17,23,25,40
perde,01,08,21,43,46,58
perde,05,07,24,38,42,52
perde,02,07,09,26,28,42
perde,10,16,26,32,42,45
perde,04,06,12,18,43,46
perde,08,09,19,23,25,42
perde,02,19,28,31,39,49
perde,23,26,35,39,41,53
perde,04,11,14,39,40,54
perde,02,27,29,40,42,59
perde,11,16,35,36,45,55
perde,06,18,24,25,26,57
perde,15,18,22,38,53,56
vence,2,17,22,24,48,51
vence,15,25,28,32,38,45
perde,04,12,28,37,44,47
perde,01,08,34,35,40,59
perde,12,29,45,47,48,53
perde,02,07,15,18,25,58
perde,07,16,19,27,28,38
vence,8,10,15,23,25,34
vence,7,9,30,33,38,55
vence,15,37,38,42,49,50
perde,15,16,20,25,30,50
perde,33,34,43,46,48,55
perde,03,08,09,32,53,60
perde,16,18,39,57,58,60
perde,41,47,48,54,57,59
perde,01,07,13,19,32,41
perde,02,05,25,33,52,54
perde,03,07,09,23,24,60
perde,03,04,22,23,37,45
perde,06,30,33,42,44,50
vence,6,14,18,24,48,60
perde,05,07,20,21,28,30
perde,22,25,36,39,53,58
perde,18,27,49,51,54,58
perde,01,21,23,24,41,59
perde,02,26,42,45,49,56
perde,05,19,49,53,54,56
perde,10,12,25,27,57,59
perde,06,21,29,38,41,52
perde,02,08,13,15,28,50
perde,02,11,13,33,57,60
perde,05,12,18,19,29,34
perde,22,43,44,46,47,52
